nodes,NR,NW,clients,read_s,write_s
10,8,6,10,0.32,3.4
10,8,7,3,0.16,1.25
10,8,7,4,0.18,1.67
10,8,7,5,0.13,2.0
10,8,7,6,0.12,2.36
10,8,7,7,0.25,2.92
10,8,7,8,0.19,2.99
10,8,7,9,0.32,3.85
10,8,7,10,0.32,3.82
10,8,8,3,0.12,1.57
10,8,8,4,0.19,1.73
10,8,8,5,0.13,2.16
10,8,8,6,0.2,2.74
10,8,8,7,0.25,3.35
10,8,8,8,0.19,3.63
10,8,8,9,0.24,4.33
10,8,8,10,0.25,4.84
10,8,9,3,0.11,1.66
10,8,9,4,0.17,2.1
10,8,9,5,0.14,2.44
10,8,9,6,0.18,3.06
10,8,9,7,0.19,3.56
10,8,9,8,0.2,4.06
10,8,9,9,0.16,4.55
10,8,9,10,0.16,5.06
10,8,10,3,0.11,1.76
10,8,10,4,0.12,2.46
10,8,10,5,0.12,2.82
10,8,10,6,0.13,3.58
10,8,10,7,0.14,3.87
10,8,10,8,0.15,4.66
10,8,10,9,0.15,4.93
10,8,10,10,0.16,5.71
10,9,6,3,0.16,1.09
10,9,6,4,0.24,1.61
10,9,6,5,0.19,1.68
10,9,6,6,0.25,2.09
10,9,6,7,0.31,2.38
10,9,6,8,0.31,2.71
10,9,6,9,0.3,3.15
10,9,6,10,0.4,3.12
10,9,7,3,0.16,1.09
10,9,7,4,0.44,1.5
10,9,7,5,0.19,1.98
10,9,7,6,0.2,2.45
10,9,7,7,0.28,2.58
10,9,7,8,0.21,3.02
10,9,7,9,0.26,3.67
10,9,7,10,0.25,3.55
10,9,8,3,0.12,1.41
10,9,8,4,0.12,1.87
10,9,8,5,0.19,2.3
10,9,8,6,0.2,2.74
10,9,8,7,0.2,3.22
10,9,8,8,0.26,3.59
10,9,8,9,0.21,4.06
10,9,8,10,0.27,4.59
10,9,9,3,0.11,1.52
10,9,9,4,0.12,2.26
10,9,9,5,0.13,2.54
10,9,9,6,0.19,3.29
10,9,9,7,0.15,3.6
10,9,9,8,0.21,4.24
10,9,9,9,0.23,4.56
10,9,9,10,0.22,4.94
10,9,10,3,0.11,1.72
10,9,10,4,0.13,2.31
10,9,10,5,0.13,2.84
10,9,10,6,0.14,3.34
10,9,10,7,0.14,4.3
10,9,10,8,0.16,4.45
10,9,10,9,0.16,4.81
10,9,10,10,0.17,6.2
10,10,6,3,0.17,1.06
10,10,6,4,0.23,1.57
10,10,6,5,0.25,1.76
10,10,6,6,0.18,2.1
10,10,6,7,0.31,2.43
10,10,6,8,0.28,2.62
10,10,6,9,0.32,3.1
10,10,6,10,0.42,3.75
10,10,7,3,0.16,1.38
10,10,7,4,0.13,1.56
10,10,7,5,0.19,2.03
10,10,7,6,0.29,2.34
10,10,7,7,0.21,2.77
10,10,7,8,0.27,3.13
10,10,7,9,0.26,3.68
10,10,7,10,0.35,3.91
10,10,8,3,0.12,1.36
10,10,8,4,0.13,1.88
10,10,8,5,0.19,2.18
10,10,8,6,0.2,2.78
10,10,8,7,0.15,2.94
10,10,8,8,0.25,3.46
10,10,8,9,0.22,3.78
10,10,8,10,0.22,4.16
10,10,9,3,0.11,1.6
10,10,9,4,0.18,1.97
10,10,9,5,0.13,2.37
10,10,9,6,0.13,2.65
10,10,9,7,0.14,3.36
10,10,9,8,0.21,4.03
10,10,9,9,0.22,4.48
10,10,9,10,0.23,5.1
10,10,10,3,0.12,1.75
10,10,10,4,0.13,2.27
10,10,10,5,0.14,2.81
10,10,10,6,0.15,3.36
10,10,10,7,0.15,3.9
10,10,10,8,0.16,4.63
10,10,10,9,0.15,4.92
10,10,10,10,0.17,5.5
