nodes,NR,NW,clients,read_s,write_s
16,12,10,3,0.12,0.14
16,12,10,4,0.11,0.14
16,12,10,5,0.12,0.15
16,12,10,6,0.13,0.19
16,12,10,7,0.13,0.19
16,12,10,8,0.13,0.2
16,12,10,9,0.14,0.21
16,12,10,10,0.15,0.2
16,12,11,1,0.1,0.14
16,12,11,2,0.11,0.14
16,12,11,3,0.11,0.14
16,12,11,4,0.12,0.18
16,12,11,5,0.12,0.16
16,12,11,6,0.12,0.2
16,12,11,7,0.13,0.16
16,12,11,8,0.13,0.17
16,12,11,9,0.14,0.18
16,12,11,10,0.14,0.26
16,12,12,1,0.09,0.14
16,12,12,2,0.1,0.14
16,12,12,3,0.11,0.15
16,12,12,4,0.12,0.15
16,12,12,5,0.12,0.16
16,12,12,6,0.13,0.17
16,12,12,7,0.13,0.17
16,12,12,8,0.14,0.18
16,12,12,9,0.14,0.18
16,12,12,10,0.14,0.18
16,12,13,1,0.1,0.15
16,12,13,2,0.11,0.16
16,12,13,3,0.11,0.16
16,12,13,4,0.11,0.18
16,12,13,5,0.12,0.17
16,12,13,6,0.13,0.18
16,12,13,7,0.13,0.18
16,12,13,8,0.13,0.19
16,12,13,9,0.14,0.18
16,12,13,10,0.14,0.18
16,12,14,1,0.1,0.15
16,12,14,2,0.1,0.16
16,12,14,3,0.11,0.16
16,12,14,4,0.12,0.17
16,12,14,5,0.12,0.17
16,12,14,6,0.12,0.19
16,12,14,7,0.14,0.19
16,12,14,8,0.14,0.2
16,12,14,9,0.14,0.2
16,12,14,10,0.14,0.2
16,12,15,1,0.1,0.16
16,12,15,2,0.1,0.16
16,12,15,3,0.11,0.17
16,12,15,4,0.12,0.18
16,12,15,5,0.12,0.17
16,12,15,6,0.13,0.18
16,12,15,7,0.13,0.2
16,12,15,8,0.14,0.21
16,12,15,9,0.13,0.21
16,12,15,10,0.14,0.19
16,12,16,1,0.09,0.16
16,12,16,2,0.1,0.17
16,12,16,3,0.11,0.17
16,12,16,4,0.12,0.18
16,12,16,5,0.12,0.2
16,12,16,6,0.12,0.21
16,12,16,7,0.13,0.2
16,12,16,8,0.13,0.21
16,12,16,9,0.14,0.21
16,12,16,10,0.14,0.22
16,13,9,1,0.1,0.13
16,13,9,2,0.11,0.13
16,13,9,3,0.12,0.14
16,13,9,4,0.12,0.15
16,13,9,5,0.12,0.14
16,13,9,6,0.13,0.15
16,13,9,7,0.14,0.16
16,13,9,8,0.14,0.15
16,13,9,9,0.14,0.15
16,13,9,10,0.15,0.16
16,13,10,1,0.1,0.14
16,13,10,2,0.1,0.14
16,13,10,3,0.12,0.15
16,13,10,4,0.12,0.15
16,13,10,5,0.12,0.15
16,13,10,6,0.13,0.16
16,13,10,7,0.13,0.16
16,13,10,8,0.14,0.17
16,13,10,9,0.14,0.17
16,13,10,10,0.14,0.17
16,13,11,1,0.1,0.14
16,13,11,2,0.1,0.14
16,13,11,3,0.12,0.15
16,13,11,4,0.11,0.16
16,13,11,5,0.12,0.16
16,13,11,6,0.13,0.17
16,13,11,7,0.14,0.17
16,13,11,8,0.14,0.18
16,13,11,9,0.15,0.19
16,13,11,10,0.15,0.19
16,13,12,1,0.1,0.14
16,13,12,2,0.11,0.15
16,13,12,3,0.11,0.16
16,13,12,4,0.12,0.16
16,13,12,5,0.12,0.17
16,13,12,6,0.13,0.17
16,13,12,7,0.13,0.17
16,13,12,8,0.14,0.17
16,13,12,9,0.13,0.18
16,13,12,10,0.15,0.19
16,13,13,1,0.1,0.15
16,13,13,2,0.1,0.15
16,13,13,3,0.11,0.15
16,13,13,4,0.12,0.17
16,13,13,5,0.13,0.22
16,13,13,6,0.13,0.24
16,13,13,7,0.14,0.19
16,13,13,8,0.14,0.29
16,13,13,9,0.14,0.3
16,13,13,10,0.14,0.24
16,13,14,1,0.1,0.15
16,13,14,2,0.11,0.16
16,13,14,3,0.11,0.17
16,13,14,4,0.12,0.17
16,13,14,5,0.13,0.18
16,13,14,6,0.15,0.23
16,13,14,7,0.13,0.19
16,13,14,8,0.14,0.2
16,13,14,9,0.14,0.27
16,13,14,10,0.14,0.2
16,13,15,1,0.1,0.16
16,13,15,2,0.11,0.16
16,13,15,3,0.11,0.17
16,13,15,4,0.12,0.19
16,13,15,5,0.13,0.18
16,13,15,6,0.13,0.24
16,13,15,7,0.13,0.32
16,13,15,8,0.14,0.38
16,13,15,9,0.15,0.21
16,13,15,10,0.16,0.27
16,13,16,1,0.09,0.16
16,13,16,2,0.11,0.16
16,13,16,3,0.11,0.17
16,13,16,4,0.12,0.18
16,13,16,5,0.12,0.19
16,13,16,6,0.13,0.2
16,13,16,7,0.14,0.2
16,13,16,8,0.14,0.33
16,13,16,9,0.14,0.29
16,13,16,10,0.16,0.23
16,14,9,1,0.1,0.13
16,14,9,2,0.11,0.13
16,14,9,3,0.12,0.17
16,14,9,4,0.12,0.14
16,14,9,5,0.13,0.18
16,14,9,6,0.13,0.22
16,14,9,7,0.14,0.2
16,14,9,8,0.14,0.19
16,14,9,9,0.14,0.19
16,14,9,10,0.14,0.22
16,14,10,1,0.1,0.13
16,14,10,2,0.11,0.14
16,14,10,3,0.11,0.15
16,14,10,4,0.12,0.14
16,14,10,5,0.12,0.15
16,14,10,6,0.13,0.16
16,14,10,7,0.14,0.16
16,14,10,8,0.14,0.2
16,14,10,9,0.14,0.17
16,14,10,10,0.15,0.17
16,14,11,1,0.1,0.13
16,14,11,2,0.1,0.14
16,14,11,3,0.12,0.15
16,14,11,4,0.11,0.15
16,14,11,5,0.12,0.16
16,14,11,6,0.13,0.17
16,14,11,7,0.13,0.17
16,14,11,8,0.14,0.17
16,14,11,9,0.14,0.17
16,14,11,10,0.14,0.17
16,14,12,1,0.1,0.14
16,14,12,2,0.11,0.15
16,14,12,3,0.11,0.15
16,14,12,4,0.12,0.15
16,14,12,5,0.12,0.17
16,14,12,6,0.13,0.17
16,14,12,7,0.13,0.18
16,14,12,8,0.15,0.18
16,14,12,9,0.14,0.18
16,14,12,10,0.15,0.19
16,14,13,1,0.09,0.15
16,14,13,2,0.11,0.16
16,14,13,3,0.11,0.16
16,14,13,4,0.12,0.16
16,14,13,5,0.12,0.17
16,14,13,6,0.13,0.17
16,14,13,7,0.14,0.18
16,14,13,8,0.13,0.18
16,14,13,9,0.15,0.2
16,14,13,10,0.15,0.18
16,14,14,1,0.1,0.15
16,14,14,2,0.1,0.16
16,14,14,3,0.11,0.16
16,14,14,4,0.11,0.17
16,14,14,5,0.12,0.18
16,14,14,6,0.13,0.18
16,14,14,7,0.14,0.18
16,14,14,8,0.15,0.2
16,14,14,9,0.14,0.2
16,14,14,10,0.15,0.2
16,14,15,1,0.1,0.16
16,14,15,2,0.1,0.16
16,14,15,3,0.11,0.17
16,14,15,4,0.12,0.18
16,14,15,5,0.12,0.17
16,14,15,6,0.12,0.18
16,14,15,7,0.13,0.19
16,14,15,8,0.14,0.2
16,14,15,9,0.15,0.2
16,14,15,10,0.15,0.2
16,14,16,1,0.09,0.16
16,14,16,2,0.1,0.17
16,14,16,3,0.11,0.17
16,14,16,4,0.12,0.18
16,14,16,5,0.13,0.19
16,14,16,6,0.13,0.2
16,14,16,7,0.14,0.19
16,14,16,8,0.14,0.21
16,14,16,9,0.15,0.21
16,14,16,10,0.14,0.21
16,15,9,1,0.1,0.13
16,15,9,2,0.11,0.14
16,15,9,3,0.11,0.13
16,15,9,4,0.12,0.14
16,15,9,5,0.12,0.14
16,15,9,6,0.13,0.14
16,15,9,7,0.14,0.14
16,15,9,8,0.13,0.16
16,15,9,9,0.14,0.16
16,15,9,10,0.15,0.17
16,15,10,1,0.1,0.14
16,15,10,2,0.11,0.14
16,15,10,3,0.12,0.14
16,15,10,4,0.12,0.15
16,15,10,5,0.13,0.15
16,15,10,6,0.14,0.16
16,15,10,7,0.14,0.16
16,15,10,8,0.15,0.17
16,15,10,9,0.15,0.17
16,15,10,10,0.15,0.16
16,15,11,1,0.1,0.14
16,15,11,2,0.11,0.14
16,15,11,3,0.11,0.14
16,15,11,4,0.12,0.15
16,15,11,5,0.13,0.16
16,15,11,6,0.14,0.16
16,15,11,7,0.13,0.16
16,15,11,8,0.15,0.17
16,15,11,9,0.14,0.17
16,15,11,10,0.15,0.17
16,15,12,1,0.1,0.14
16,15,12,2,0.11,0.15
16,15,12,3,0.11,0.14
16,15,12,4,0.11,0.16
16,15,12,5,0.12,0.16
16,15,12,6,0.13,0.16
16,15,12,7,0.13,0.18
16,15,12,8,0.14,0.18
16,15,12,9,0.15,0.19
16,15,12,10,0.15,0.18
16,15,13,1,0.1,0.15
16,15,13,2,0.11,0.16
16,15,13,3,0.11,0.16
16,15,13,4,0.12,0.17
16,15,13,5,0.12,0.17
16,15,13,6,0.14,0.18
16,15,13,7,0.14,0.18
16,15,13,8,0.14,0.18
16,15,13,9,0.15,0.19
16,15,13,10,0.15,0.19
16,15,14,1,0.1,0.15
16,15,14,2,0.11,0.16
16,15,14,3,0.11,0.16
16,15,14,4,0.12,0.17
16,15,14,5,0.13,0.18
16,15,14,6,0.13,0.2
16,15,14,7,0.13,0.19
16,15,14,8,0.14,0.2
16,15,14,9,0.15,0.2
16,15,14,10,0.16,0.21
16,15,15,1,0.1,0.16
16,15,15,2,0.1,0.16
16,15,15,3,0.11,0.16
16,15,15,4,0.12,0.18
16,15,15,5,0.13,0.18
16,15,15,6,0.13,0.19
16,15,15,7,0.14,0.19
16,15,15,8,0.15,0.2
16,15,15,9,0.16,0.22
16,15,15,10,0.15,0.21
16,15,16,1,0.09,0.16
16,15,16,2,0.11,0.17
16,15,16,3,0.12,0.17
16,15,16,4,0.12,0.19
16,15,16,5,0.13,0.19
16,15,16,6,0.13,0.2
16,15,16,7,0.14,0.2
16,15,16,8,0.14,0.21
16,15,16,9,0.14,0.22
16,15,16,10,0.15,0.22
16,16,9,1,0.1,0.13
16,16,9,2,0.11,0.13
16,16,9,3,0.12,0.14
16,16,9,4,0.12,0.14
16,16,9,5,0.13,0.14
16,16,9,6,0.14,0.15
16,16,9,7,0.14,0.15
16,16,9,8,0.15,0.15
16,16,9,9,0.17,0.17
16,16,9,10,0.15,0.16
16,16,10,1,0.1,0.13
16,16,10,2,0.1,0.14
16,16,10,3,0.11,0.14
16,16,10,4,0.13,0.15
16,16,10,5,0.14,0.15
16,16,10,6,0.13,0.16
16,16,10,7,0.14,0.17
16,16,10,8,0.15,0.16
16,16,10,9,0.16,0.16
16,16,10,10,0.16,0.17
16,16,11,1,0.1,0.14
16,16,11,2,0.11,0.14
16,16,11,3,0.11,0.15
16,16,11,4,0.12,0.16
16,16,11,5,0.13,0.16
16,16,11,6,0.13,0.17
16,16,11,7,0.14,0.17
16,16,11,8,0.14,0.18
16,16,11,9,0.16,0.18
16,16,11,10,0.15,0.18
16,16,12,1,0.1,0.15
16,16,12,2,0.11,0.15
16,16,12,3,0.12,0.15
16,16,12,4,0.12,0.16
16,16,12,5,0.13,0.16
16,16,12,6,0.14,0.17
16,16,12,7,0.15,0.18
16,16,12,8,0.14,0.18
16,16,12,9,0.15,0.18
16,16,12,10,0.15,0.18
16,16,13,1,0.1,0.15
16,16,13,2,0.11,0.15
16,16,13,3,0.11,0.15
16,16,13,4,0.12,0.16
16,16,13,5,0.13,0.18
16,16,13,6,0.13,0.18
16,16,13,7,0.14,0.19
16,16,13,8,0.14,0.19
16,16,13,9,0.14,0.21
16,16,13,10,0.16,0.21
16,16,14,1,0.1,0.16
16,16,14,2,0.11,0.15
16,16,14,3,0.11,0.17
16,16,14,4,0.12,0.17
16,16,14,5,0.13,0.18
16,16,14,6,0.14,0.18
16,16,14,7,0.13,0.19
16,16,14,8,0.15,0.18
16,16,14,9,0.15,0.2
16,16,14,10,0.16,0.21
16,16,15,1,0.1,0.16
16,16,15,2,0.11,0.16
16,16,15,3,0.12,0.17
16,16,15,4,0.12,0.17
16,16,15,5,0.12,0.18
16,16,15,6,0.14,0.18
16,16,15,7,0.14,0.2
16,16,15,8,0.15,0.2
16,16,15,9,0.15,0.21
16,16,15,10,0.15,0.21
16,16,16,1,0.1,0.16
16,16,16,2,0.11,0.16
16,16,16,3,0.11,0.18
16,16,16,4,0.12,0.18
16,16,16,5,0.13,0.19
16,16,16,6,0.14,0.2
16,16,16,7,0.13,0.2
16,16,16,8,0.15,0.2
16,16,16,9,0.14,0.21
16,16,16,10,0.16,0.21
17,1,17,1,0.09,0.16
17,1,17,2,0.09,0.18
17,1,17,3,0.09,0.18
17,1,17,4,0.09,0.19
17,1,17,5,0.1,0.19
17,1,17,6,0.1,0.2
17,1,17,7,0.1,0.19
17,1,17,8,0.1,0.21
17,1,17,9,0.1,0.24
17,1,17,10,0.1,0.21
17,2,16,1,0.09,0.16
17,2,16,2,0.09,0.16
17,2,16,3,0.09,0.17
17,2,16,4,0.1,0.17
17,2,16,5,0.1,0.19
17,2,16,6,0.1,0.2
17,2,16,7,0.1,0.19
17,2,16,8,0.11,0.21
17,2,16,9,0.1,0.21
17,2,16,10,0.1,0.23
17,2,17,1,0.09,0.15
17,2,17,2,0.09,0.16
17,2,17,3,0.09,0.18
17,2,17,4,0.1,0.18
17,2,17,5,0.1,0.19
17,2,17,6,0.1,0.19
17,2,17,7,0.1,0.2
17,2,17,8,0.1,0.2
17,2,17,9,0.1,0.22
17,2,17,10,0.11,0.22
17,3,15,1,0.09,0.15
17,3,15,2,0.09,0.16
17,3,15,3,0.1,0.17
17,3,15,4,0.1,0.17
17,3,15,5,0.1,0.18
17,3,15,6,0.1,0.18
17,3,15,7,0.11,0.19
17,3,15,8,0.11,0.2
17,3,15,9,0.11,0.21
17,3,15,10,0.11,0.2
17,3,16,1,0.09,0.16
17,3,16,2,0.09,0.17
17,3,16,3,0.1,0.17
17,3,16,4,0.1,0.18
17,3,16,5,0.1,0.18
17,3,16,6,0.1,0.2
17,3,16,7,0.1,0.19
17,3,16,8,0.1,0.2
17,3,16,9,0.11,0.2
17,3,16,10,0.11,0.22
17,3,17,1,0.09,0.17
17,3,17,2,0.09,0.17
17,3,17,3,0.09,0.18
17,3,17,4,0.1,0.19
17,3,17,5,0.1,0.2
17,3,17,6,0.1,0.2
17,3,17,7,0.11,0.21
17,3,17,8,0.11,0.22
17,3,17,9,0.1,0.22
17,3,17,10,0.11,0.23
17,4,14,1,0.09,0.15
17,4,14,2,0.09,0.15
17,4,14,3,0.1,0.17
17,4,14,4,0.1,0.17
17,4,14,5,0.1,0.18
17,4,14,6,0.1,0.18
17,4,14,7,0.11,0.19
17,4,14,8,0.11,0.18
17,4,14,9,0.11,0.19
17,4,14,10,0.12,0.19
17,4,15,1,0.09,0.16
17,4,15,2,0.09,0.17
17,4,15,3,0.1,0.17
17,4,15,4,0.1,0.19
17,4,15,5,0.1,0.2
17,4,15,6,0.11,0.19
17,4,15,7,0.11,0.2
17,4,15,8,0.11,0.19
17,4,15,9,0.11,0.2
17,4,15,10,0.11,0.2
17,4,16,1,0.09,0.16
17,4,16,2,0.1,0.17
17,4,16,3,0.1,0.17
17,4,16,4,0.1,0.18
17,4,16,5,0.1,0.19
17,4,16,6,0.1,0.2
17,4,16,7,0.11,0.2
17,4,16,8,0.11,0.2
17,4,16,9,0.12,0.22
17,4,16,10,0.12,0.22
17,4,17,1,0.09,0.16
17,4,17,2,0.1,0.17
17,4,17,3,0.1,0.18
17,4,17,4,0.1,0.19
17,4,17,5,0.1,0.2
17,4,17,6,0.11,0.21
17,4,17,7,0.11,0.21
17,4,17,8,0.11,0.22
17,4,17,9,0.11,0.22
17,4,17,10,0.11,0.21
17,5,13,1,0.09,0.15
17,5,13,2,0.1,0.15
17,5,13,3,0.1,0.16
17,5,13,4,0.12,0.17
17,5,13,5,0.12,0.18
17,5,13,6,0.11,0.18
17,5,13,7,0.11,0.19
17,5,13,8,0.12,0.23
17,5,13,9,0.12,0.24
17,5,13,10,0.12,0.25
17,5,14,1,0.1,0.15
17,5,14,2,0.09,0.16
17,5,14,3,0.11,0.16
17,5,14,4,0.11,0.17
17,5,14,5,0.1,0.22
17,5,14,6,0.12,0.18
17,5,14,7,0.11,0.2
17,5,14,8,0.11,0.24
17,5,14,9,0.12,0.2
17,5,14,10,0.12,0.25
17,5,15,1,0.09,0.16
17,5,15,2,0.1,0.16
17,5,15,3,0.1,0.17
17,5,15,4,0.11,0.3
17,5,15,5,0.11,0.2
17,5,15,6,0.11,0.31
17,5,15,7,0.11,0.26
17,5,15,8,0.11,0.21
17,5,15,9,0.12,0.21
17,5,15,10,0.12,0.27
17,5,16,1,0.09,0.17
17,5,16,2,0.1,0.17
17,5,16,3,0.1,0.18
17,5,16,4,0.11,0.18
17,5,16,5,0.12,0.19
17,5,16,6,0.11,0.19
17,5,16,7,0.11,0.26
17,5,16,8,0.11,0.27
17,5,16,9,0.12,0.21
17,5,16,10,0.12,0.23
17,5,17,1,0.09,0.17
17,5,17,2,0.1,0.17
17,5,17,3,0.1,0.18
17,5,17,4,0.1,0.19
17,5,17,5,0.11,0.2
17,5,17,6,0.11,0.2
17,5,17,7,0.11,0.21
17,5,17,8,0.11,0.21
17,5,17,9,0.12,0.22
17,5,17,10,0.12,0.22
17,6,12,1,0.09,0.14
17,6,12,2,0.1,0.16
17,6,12,3,0.1,0.16
17,6,12,4,0.11,0.17
17,6,12,5,0.11,0.16
17,6,12,6,0.12,0.17
17,6,12,7,0.11,0.17
17,6,12,8,0.12,0.17
17,6,12,9,0.12,0.19
17,6,12,10,0.12,0.18
17,6,13,1,0.09,0.15
17,6,13,2,0.1,0.15
17,6,13,3,0.1,0.16
17,6,13,4,0.1,0.17
17,6,13,5,0.11,0.17
17,6,13,6,0.11,0.17
17,6,13,7,0.11,0.18
17,6,13,8,0.12,0.19
17,6,13,9,0.12,0.18
17,6,13,10,0.12,0.2
17,6,14,1,0.09,0.15
17,6,14,2,0.1,0.15
17,6,14,3,0.1,0.17
17,6,14,4,0.1,0.17
17,6,14,5,0.11,0.18
17,6,14,6,0.11,0.18
17,6,14,7,0.12,0.18
17,6,14,8,0.12,0.19
17,6,14,9,0.12,0.2
17,6,14,10,0.12,0.2
17,6,15,1,0.09,0.16
17,6,15,2,0.1,0.16
17,6,15,3,0.1,0.17
17,6,15,4,0.1,0.17
17,6,15,5,0.11,0.17
17,6,15,6,0.11,0.18
17,6,15,7,0.11,0.19
17,6,15,8,0.11,0.2
17,6,15,9,0.11,0.2
17,6,15,10,0.12,0.2
17,6,16,1,0.09,0.16
17,6,16,2,0.1,0.16
17,6,16,3,0.1,0.17
17,6,16,4,0.1,0.18
17,6,16,5,0.11,0.19
17,6,16,6,0.11,0.2
17,6,16,7,0.11,0.19
17,6,16,8,0.11,0.21
17,6,16,9,0.12,0.21
17,6,16,10,0.12,0.22
17,6,17,1,0.09,0.16
17,6,17,2,0.1,0.17
17,6,17,3,0.1,0.17
17,6,17,4,0.1,0.19
17,6,17,5,0.1,0.2
17,6,17,6,0.11,0.2
17,6,17,7,0.12,0.21
17,6,17,8,0.12,0.22
17,6,17,9,0.12,0.21
17,6,17,10,0.12,0.22
17,7,11,1,0.09,0.14
17,7,11,2,0.11,0.14
17,7,11,3,0.11,0.19
17,7,11,4,0.11,0.2
17,7,11,5,0.12,0.2
17,7,11,6,0.12,0.25
17,7,11,7,0.11,0.2
17,7,11,8,0.12,0.23
17,7,11,9,0.12,0.27
17,7,11,10,0.13,0.23
17,7,12,1,0.09,0.14
17,7,12,2,0.1,0.15
17,7,12,3,0.11,0.2
17,7,12,4,0.1,0.22
17,7,12,5,0.11,0.17
17,7,12,6,0.11,0.17
17,7,12,7,0.13,0.23
17,7,12,8,0.13,0.18
17,7,12,9,0.13,0.27
17,7,12,10,0.13,0.29
17,7,13,1,0.09,0.15
17,7,13,2,0.1,0.15
17,7,13,3,0.1,0.16
17,7,13,4,0.11,0.21
17,7,13,5,0.12,0.17
17,7,13,6,0.11,0.22
17,7,13,7,0.12,0.18
17,7,13,8,0.12,0.25
17,7,13,9,0.12,0.19
17,7,13,10,0.13,0.31
17,7,14,1,0.09,0.14
17,7,14,2,0.1,0.16
17,7,14,3,0.1,0.16
17,7,14,4,0.11,0.17
17,7,14,5,0.11,0.18
17,7,14,6,0.11,0.18
17,7,14,7,0.11,0.18
17,7,14,8,0.12,0.19
17,7,14,9,0.12,0.2
17,7,14,10,0.13,0.19
17,7,15,1,0.09,0.16
17,7,15,2,0.1,0.16
17,7,15,3,0.1,0.16
17,7,15,4,0.1,0.17
17,7,15,5,0.11,0.18
17,7,15,6,0.11,0.18
17,7,15,7,0.11,0.18
17,7,15,8,0.11,0.19
17,7,15,9,0.12,0.2
17,7,15,10,0.12,0.2
17,7,16,1,0.09,0.16
17,7,16,2,0.1,0.17
17,7,16,3,0.1,0.18
17,7,16,4,0.11,0.17
17,7,16,5,0.11,0.18
17,7,16,6,0.11,0.19
17,7,16,7,0.12,0.2
17,7,16,8,0.12,0.21
17,7,16,9,0.12,0.22
17,7,16,10,0.13,0.23
17,7,17,1,0.09,0.16
17,7,17,2,0.1,0.17
17,7,17,3,0.1,0.18
17,7,17,4,0.1,0.17
17,7,17,5,0.11,0.19
17,7,17,6,0.11,0.21
17,7,17,7,0.11,0.2
17,7,17,8,0.12,0.21
17,7,17,9,0.12,0.23
17,7,17,10,0.13,0.24
17,8,10,1,0.1,0.14
17,8,10,2,0.1,0.14
17,8,10,3,0.1,0.15
17,8,10,4,0.11,0.15
17,8,10,5,0.11,0.15
17,8,10,6,0.11,0.16
17,8,10,7,0.12,0.16
17,8,10,8,0.12,0.17
17,8,10,9,0.13,0.17
17,8,10,10,0.13,0.17
17,8,11,1,0.1,0.13
17,8,11,2,0.1,0.14
17,8,11,3,0.1,0.18
17,8,11,4,0.1,0.15
17,8,11,5,0.11,0.2
17,8,11,6,0.11,0.25
17,8,11,7,0.12,0.22
17,8,11,8,0.12,0.25
17,8,11,9,0.12,0.22
17,8,11,10,0.13,0.18
17,8,12,1,0.1,0.14
17,8,12,2,0.1,0.15
17,8,12,3,0.11,0.16
17,8,12,4,0.11,0.15
17,8,12,5,0.11,0.16
17,8,12,6,0.11,0.2
17,8,12,7,0.11,0.2
17,8,12,8,0.12,0.22
17,8,12,9,0.13,0.23
17,8,12,10,0.13,0.25
17,8,13,1,0.09,0.15
17,8,13,2,0.1,0.15
17,8,13,3,0.11,0.16
17,8,13,4,0.11,0.17
17,8,13,5,0.11,0.17
17,8,13,6,0.12,0.17
17,8,13,7,0.12,0.19
17,8,13,8,0.12,0.18
17,8,13,9,0.12,0.19
17,8,13,10,0.13,0.2
17,8,14,1,0.09,0.15
17,8,14,2,0.1,0.16
17,8,14,3,0.11,0.17
17,8,14,4,0.11,0.17
17,8,14,5,0.11,0.18
17,8,14,6,0.12,0.18
17,8,14,7,0.12,0.19
17,8,14,8,0.12,0.2
17,8,14,9,0.13,0.19
17,8,14,10,0.13,0.2
17,8,15,1,0.1,0.16
17,8,15,2,0.1,0.17
17,8,15,3,0.11,0.17
17,8,15,4,0.11,0.17
17,8,15,5,0.11,0.18
17,8,15,6,0.12,0.18
17,8,15,7,0.12,0.2
17,8,15,8,0.12,0.2
17,8,15,9,0.13,0.2
17,8,15,10,0.13,0.2
17,8,16,1,0.1,0.16
17,8,16,2,0.1,0.17
17,8,16,3,0.1,0.18
17,8,16,4,0.11,0.19
17,8,16,5,0.11,0.18
17,8,16,6,0.11,0.2
17,8,16,7,0.12,0.19
17,8,16,8,0.12,0.19
17,8,16,9,0.12,0.21
17,8,16,10,0.13,0.2
17,8,17,1,0.11,0.18
17,8,17,2,0.1,0.17
17,8,17,3,0.11,0.18
17,8,17,4,0.1,0.19
17,8,17,5,0.11,0.19
17,8,17,6,0.11,0.2
17,8,17,7,0.12,0.21
17,8,17,8,0.12,0.22
17,8,17,9,0.12,0.21
17,8,17,10,0.13,0.21
17,9,9,1,0.09,0.13
17,9,9,2,0.1,0.13
17,9,9,3,0.11,0.14
17,9,9,4,0.11,0.17
17,9,9,5,0.12,0.21
17,9,9,6,0.12,0.15
17,9,9,7,0.12,0.18
17,9,9,8,0.12,0.23
17,9,9,9,0.13,0.22
17,9,9,10,0.13,0.19
17,9,10,1,0.1,0.14
17,9,10,2,0.1,0.14
17,9,10,3,0.11,0.14
17,9,10,4,0.11,0.14
17,9,10,5,0.11,0.15
17,9,10,6,0.12,0.16
17,9,10,7,0.12,0.16
17,9,10,8,0.13,0.16
17,9,10,9,0.13,0.16
17,9,10,10,0.13,0.16
17,9,11,1,0.1,0.15
17,9,11,2,0.1,0.14
17,9,11,3,0.11,0.15
17,9,11,4,0.11,0.15
17,9,11,5,0.11,0.16
17,9,11,6,0.12,0.16
17,9,11,7,0.12,0.16
17,9,11,8,0.12,0.16
17,9,11,9,0.13,0.18
17,9,11,10,0.14,0.17
17,9,12,1,0.09,0.15
17,9,12,2,0.1,0.14
17,9,12,3,0.11,0.16
17,9,12,4,0.11,0.16
17,9,12,5,0.12,0.16
17,9,12,6,0.12,0.16
17,9,12,7,0.13,0.17
17,9,12,8,0.13,0.18
17,9,12,9,0.13,0.19
17,9,12,10,0.13,0.19
17,9,13,1,0.09,0.16
17,9,13,2,0.1,0.15
17,9,13,3,0.11,0.16
17,9,13,4,0.1,0.17
17,9,13,5,0.11,0.16
17,9,13,6,0.12,0.16
17,9,13,7,0.12,0.18
17,9,13,8,0.12,0.19
17,9,13,9,0.13,0.19
17,9,13,10,0.13,0.2
17,9,14,1,0.1,0.15
17,9,14,2,0.1,0.15
17,9,14,3,0.11,0.17
17,9,14,4,0.11,0.18
17,9,14,5,0.12,0.18
17,9,14,6,0.12,0.18
17,9,14,7,0.12,0.19
17,9,14,8,0.12,0.2
17,9,14,9,0.13,0.19
17,9,14,10,0.13,0.21
17,9,15,1,0.09,0.16
17,9,15,2,0.1,0.17
17,9,15,3,0.1,0.17
17,9,15,4,0.11,0.17
17,9,15,5,0.12,0.19
17,9,15,6,0.12,0.19
17,9,15,7,0.12,0.19
17,9,15,8,0.13,0.2
17,9,15,9,0.13,0.21
17,9,15,10,0.13,0.22
17,9,16,1,0.09,0.17
17,9,16,2,0.1,0.17
17,9,16,3,0.11,0.2
17,9,16,4,0.11,0.19
17,9,16,5,0.12,0.2
17,9,16,6,0.11,0.19
17,9,16,7,0.12,0.19
17,9,16,8,0.12,0.2
17,9,16,9,0.12,0.22
17,9,16,10,0.13,0.23
17,9,17,1,0.09,0.16
17,9,17,2,0.1,0.17
17,9,17,3,0.11,0.18
17,9,17,4,0.11,0.2
17,9,17,5,0.12,0.19
17,9,17,6,0.12,0.2
17,9,17,7,0.12,0.2
17,9,17,8,0.13,0.22
17,9,17,9,0.12,0.23
17,9,17,10,0.13,0.23
17,10,9,1,0.1,0.14
17,10,9,2,0.1,0.14
17,10,9,3,5.33,0.14
17,10,9,4,0.11,0.14
17,10,9,5,0.12,0.15
17,10,9,6,0.12,0.15
17,10,9,7,0.12,0.16
17,10,9,8,0.13,0.15
17,10,9,9,0.13,0.17
17,10,9,10,0.14,0.17
17,10,10,1,0.1,0.13
17,10,10,2,0.1,0.14
17,10,10,3,0.11,0.14
17,10,10,4,0.11,0.15
17,10,10,5,0.12,0.15
17,10,10,6,0.12,0.15
17,10,10,7,0.12,0.15
17,10,10,8,0.13,0.17
17,10,10,9,0.13,0.17
17,10,10,10,0.14,0.18
17,10,11,1,0.09,0.14
17,10,11,2,0.1,0.14
17,10,11,3,0.11,0.15
17,10,11,4,0.11,0.16
17,10,11,5,0.12,0.17
17,10,11,6,0.12,0.17
17,10,11,7,0.13,0.17
17,10,11,8,0.13,0.18
17,10,11,9,0.13,0.17
17,10,11,10,0.14,0.18
17,10,12,1,0.09,0.15
17,10,12,2,0.1,0.15
17,10,12,3,0.1,0.15
17,10,12,4,0.11,0.17
17,10,12,5,0.12,0.16
