nodes,NR,NW,clients,read_s,write_s
13,4,12,6,0.11,0.17
13,4,12,7,0.12,0.21
13,4,12,8,0.11,0.22
13,4,12,9,0.11,0.21
13,4,12,10,0.11,0.25
13,4,13,1,0.09,0.15
13,4,13,2,0.1,0.15
13,4,13,3,0.1,0.21
13,4,13,4,0.11,0.22
13,4,13,5,0.11,0.17
13,4,13,6,0.11,0.18
13,4,13,7,0.11,0.23
13,4,13,8,0.11,0.18
13,4,13,9,0.11,0.24
13,4,13,10,0.12,0.29
13,5,9,1,0.09,0.13
13,5,9,2,0.09,0.13
13,5,9,3,0.1,0.16
13,5,9,4,0.11,0.18
13,5,9,5,0.11,0.15
13,5,9,6,0.11,0.15
13,5,9,7,0.15,0.15
13,5,9,8,0.11,0.22
13,5,9,9,0.12,0.17
13,5,9,10,0.12,0.16
13,5,10,1,0.09,0.14
13,5,10,2,0.1,0.14
13,5,10,3,0.1,0.14
13,5,10,4,0.1,0.14
13,5,10,5,0.11,0.19
13,5,10,6,0.11,0.19
13,5,10,7,0.11,0.16
13,5,10,8,0.13,0.17
13,5,10,9,0.12,0.2
13,5,10,10,0.12,0.17
13,5,11,1,0.09,0.14
13,5,11,2,0.1,0.14
13,5,11,3,0.1,0.19
13,5,11,4,0.11,0.15
13,5,11,5,0.11,0.2
13,5,11,6,0.11,0.16
13,5,11,7,0.11,0.26
13,5,11,8,0.12,0.17
13,5,11,9,0.12,0.22
13,5,11,10,0.13,0.18
13,5,12,1,0.09,0.14
13,5,12,2,0.1,0.15
13,5,12,3,0.1,0.16
13,5,12,4,0.1,0.16
13,5,12,5,0.1,0.17
13,5,12,6,0.11,0.18
13,5,12,7,0.11,0.18
13,5,12,8,0.11,0.18
13,5,12,9,0.12,0.18
13,5,12,10,0.12,0.19
13,5,13,1,0.1,0.16
13,5,13,2,0.1,0.15
13,5,13,3,0.1,0.16
13,5,13,4,0.1,0.16
13,5,13,5,0.11,0.17
13,5,13,6,0.11,0.18
13,5,13,7,0.11,0.18
13,5,13,8,0.11,0.19
13,5,13,9,0.11,0.18
13,5,13,10,0.12,0.18
13,6,8,1,0.1,0.13
13,6,8,2,0.1,0.14
13,6,8,3,0.1,0.13
13,6,8,4,0.11,0.14
13,6,8,5,0.11,0.14
13,6,8,6,0.11,0.15
13,6,8,7,0.12,0.14
13,6,8,8,0.13,0.14
13,6,8,9,0.12,0.16
13,6,8,10,0.12,0.16
13,6,9,1,0.1,0.13
13,6,9,2,0.1,0.13
13,6,9,3,0.1,0.14
13,6,9,4,0.11,0.16
13,6,9,5,0.11,0.15
13,6,9,6,0.11,0.15
13,6,9,7,0.12,0.15
13,6,9,8,0.12,0.16
13,6,9,9,0.12,0.16
13,6,9,10,0.12,0.16
13,6,10,1,0.1,0.14
13,6,10,2,0.1,0.14
13,6,10,3,0.1,0.14
13,6,10,4,0.11,0.14
13,6,10,5,0.11,0.15
13,6,10,6,0.11,0.15
13,6,10,7,0.12,0.16
13,6,10,8,0.12,0.16
13,6,10,9,0.12,0.16
13,6,10,10,0.12,0.2
13,6,11,1,0.09,0.14
13,6,11,2,0.1,0.14
13,6,11,3,0.1,0.15
13,6,11,4,0.1,0.16
13,6,11,5,0.11,0.16
13,6,11,6,0.11,0.16
13,6,11,7,0.11,0.16
13,6,11,8,0.12,0.17
13,6,11,9,0.12,0.17
13,6,11,10,0.12,0.19
13,6,12,1,0.09,0.15
13,6,12,2,0.1,0.14
13,6,12,3,0.1,0.15
13,6,12,4,0.11,0.16
13,6,12,5,0.11,0.17
13,6,12,6,0.12,0.18
13,6,12,7,0.11,0.18
13,6,12,8,0.12,0.18
13,6,12,9,0.12,0.18
13,6,12,10,0.12,0.19
13,6,13,1,0.09,0.15
13,6,13,2,0.1,0.17
13,6,13,3,0.1,0.17
13,6,13,4,0.1,0.17
13,6,13,5,0.11,0.17
13,6,13,6,0.11,0.17
13,6,13,7,0.11,0.19
13,6,13,8,0.12,0.18
13,6,13,9,0.11,0.19
13,6,13,10,0.12,0.19
13,7,7,1,0.1,0.12
13,7,7,2,0.1,0.12
13,7,7,3,0.11,0.13
13,7,7,4,0.11,0.14
13,7,7,5,0.11,0.14
13,7,7,6,0.12,0.13
13,7,7,7,0.12,0.14
13,7,7,8,0.13,0.14
13,7,7,9,0.13,0.15
13,7,7,10,0.12,0.15
13,7,8,1,0.1,0.13
13,7,8,2,0.1,0.14
13,7,8,3,0.1,0.13
13,7,8,4,0.11,0.13
13,7,8,5,0.11,0.15
13,7,8,6,0.11,0.14
13,7,8,7,0.11,0.15
13,7,8,8,0.12,0.15
13,7,8,9,0.12,0.15
13,7,8,10,0.12,0.15
13,7,9,1,0.1,0.14
13,7,9,2,0.1,0.14
13,7,9,3,0.1,0.14
13,7,9,4,0.11,0.14
13,7,9,5,0.11,0.15
13,7,9,6,0.12,0.15
13,7,9,7,0.12,0.15
13,7,9,8,0.13,0.16
13,7,9,9,0.13,0.16
13,7,9,10,0.13,0.15
13,7,10,1,0.09,0.14
13,7,10,2,0.1,0.13
13,7,10,3,0.1,0.14
13,7,10,4,0.1,0.15
13,7,10,5,0.1,0.15
13,7,10,6,0.11,0.17
13,7,10,7,0.12,0.17
13,7,10,8,0.12,0.16
13,7,10,9,0.12,0.18
13,7,10,10,0.13,0.17
13,7,11,1,0.09,0.14
13,7,11,2,0.1,0.14
13,7,11,3,0.11,0.14
13,7,11,4,0.11,0.16
13,7,11,5,0.11,0.16
13,7,11,6,0.12,0.16
13,7,11,7,0.12,0.17
13,7,11,8,0.12,0.16
13,7,11,9,0.12,0.17
13,7,11,10,0.12,0.18
13,7,12,1,0.09,0.14
13,7,12,2,0.1,0.15
13,7,12,3,0.11,0.15
13,7,12,4,0.11,0.16
13,7,12,5,0.11,0.17
13,7,12,6,0.12,0.17
13,7,12,7,0.12,0.17
13,7,12,8,0.12,0.18
13,7,12,9,0.12,0.17
13,7,12,10,0.13,0.19
13,7,13,1,0.1,0.15
13,7,13,2,0.1,0.15
13,7,13,3,0.1,0.17
13,7,13,4,0.11,0.17
13,7,13,5,0.12,0.16
13,7,13,6,0.11,0.18
13,7,13,7,0.12,0.19
13,7,13,8,0.12,0.2
13,7,13,9,0.12,0.19
13,7,13,10,0.13,0.2
13,8,7,1,0.1,0.13
13,8,7,2,0.1,0.12
13,8,7,3,0.1,0.12
13,8,7,4,0.11,0.16
13,8,7,5,0.11,0.13
13,8,7,6,0.12,0.16
13,8,7,7,0.12,0.14
13,8,7,8,0.13,0.18
13,8,7,9,0.12,0.24
13,8,7,10,0.13,0.18
13,8,8,1,0.1,0.13
13,8,8,2,0.1,0.13
13,8,8,3,0.1,0.13
13,8,8,4,0.11,0.13
13,8,8,5,0.11,0.14
13,8,8,6,0.11,0.14
13,8,8,7,0.12,0.15
13,8,8,8,0.12,0.15
13,8,8,9,0.12,0.15
13,8,8,10,0.13,0.15
13,8,9,1,0.09,0.13
13,8,9,2,0.1,0.13
13,8,9,3,0.11,0.14
13,8,9,4,0.11,0.14
13,8,9,5,0.11,0.15
13,8,9,6,0.11,0.14
13,8,9,7,0.12,0.15
13,8,9,8,0.13,0.15
13,8,9,9,0.12,0.15
13,8,9,10,0.13,0.16
13,8,10,1,0.09,0.13
13,8,10,2,0.1,0.13
13,8,10,3,0.1,0.15
13,8,10,4,0.11,0.15
13,8,10,5,0.11,0.15
13,8,10,6,0.12,0.15
13,8,10,7,0.12,0.16
13,8,10,8,0.12,0.17
13,8,10,9,0.12,0.17
13,8,10,10,0.13,0.17
13,8,11,1,0.09,0.14
13,8,11,2,0.1,0.14
13,8,11,3,0.1,0.15
13,8,11,4,0.11,0.14
13,8,11,5,0.11,0.15
13,8,11,6,0.12,0.16
13,8,11,7,0.12,0.17
13,8,11,8,0.13,0.17
13,8,11,9,0.13,0.17
13,8,11,10,0.13,0.17
13,8,12,1,0.09,0.14
13,8,12,2,0.1,0.14
13,8,12,3,0.1,0.16
13,8,12,4,0.11,0.17
13,8,12,5,0.11,0.17
13,8,12,6,0.12,0.16
13,8,12,7,0.12,0.18
13,8,12,8,0.12,0.18
13,8,12,9,0.12,0.17
13,8,12,10,0.12,0.18
13,8,13,1,0.1,0.15
13,8,13,2,0.1,0.15
13,8,13,3,0.11,0.16
13,8,13,4,0.11,0.16
13,8,13,5,0.11,0.16
13,8,13,6,0.11,0.16
13,8,13,7,0.12,0.17
13,8,13,8,0.12,0.19
13,8,13,9,0.12,0.19
13,8,13,10,0.13,0.19
13,9,7,1,0.09,0.12
13,9,7,2,0.1,0.12
13,9,7,3,0.11,0.13
13,9,7,4,0.11,0.16
13,9,7,5,0.11,0.16
13,9,7,6,0.13,0.14
13,9,7,7,0.12,0.15
13,9,7,8,0.13,0.18
13,9,7,9,0.13,0.19
13,9,7,10,0.14,0.15
13,9,8,1,0.1,0.13
13,9,8,2,0.1,0.13
13,9,8,3,0.11,0.16
13,9,8,4,0.11,0.14
13,9,8,5,0.12,0.18
13,9,8,6,0.13,0.17
13,9,8,7,0.13,0.21
13,9,8,8,0.13,0.18
13,9,8,9,0.13,0.19
13,9,8,10,0.14,0.22
13,9,9,1,0.1,0.13
13,9,9,2,0.1,0.14
13,9,9,3,0.11,0.14
13,9,9,4,0.11,0.13
13,9,9,5,0.11,0.21
13,9,9,6,0.11,0.15
13,9,9,7,0.13,0.16
13,9,9,8,0.13,0.23
13,9,9,9,0.13,0.16
13,9,9,10,0.13,0.17
13,9,10,1,0.1,0.13
13,9,10,2,0.1,0.14
13,9,10,3,0.1,0.14
13,9,10,4,0.11,0.14
13,9,10,5,0.11,0.15
13,9,10,6,0.12,0.16
13,9,10,7,0.12,0.15
13,9,10,8,0.12,0.16
13,9,10,9,0.13,0.16
13,9,10,10,0.13,0.16
13,9,11,1,0.1,0.14
13,9,11,2,0.1,0.14
13,9,11,3,0.11,0.15
13,9,11,4,0.11,0.15
13,9,11,5,0.11,0.16
13,9,11,6,0.12,0.17
13,9,11,7,0.12,0.17
13,9,11,8,0.12,0.16
13,9,11,9,0.13,0.18
13,9,11,10,0.13,0.17
13,9,12,1,0.1,0.14
13,9,12,2,0.1,0.15
13,9,12,3,0.11,0.15
13,9,12,4,0.11,0.16
13,9,12,5,0.11,0.16
13,9,12,6,0.12,0.17
13,9,12,7,0.12,0.18
13,9,12,8,0.13,0.17
13,9,12,9,0.12,0.18
13,9,12,10,0.13,0.17
13,9,13,1,0.09,0.15
13,9,13,2,0.1,0.15
13,9,13,3,0.1,0.16
13,9,13,4,0.11,0.16
13,9,13,5,0.11,0.17
13,9,13,6,0.12,0.18
13,9,13,7,0.12,0.19
13,9,13,8,0.13,0.19
13,9,13,9,0.13,0.19
13,9,13,10,0.13,0.19
13,10,7,1,0.1,0.13
13,10,7,2,0.11,0.12
13,10,7,3,0.1,0.12
13,10,7,4,0.12,0.13
13,10,7,5,0.12,0.13
13,10,7,6,0.12,0.14
13,10,7,7,0.13,0.15
13,10,7,8,0.13,0.15
13,10,7,9,0.14,0.15
13,10,7,10,0.13,0.15
13,10,8,1,0.1,0.12
13,10,8,2,0.1,0.12
13,10,8,3,0.1,0.13
13,10,8,4,0.11,0.13
13,10,8,5,0.11,0.14
13,10,8,6,0.13,0.14
13,10,8,7,0.13,0.14
13,10,8,8,0.12,0.15
13,10,8,9,0.13,0.15
13,10,8,10,0.13,0.15
13,10,9,1,0.1,0.13
13,10,9,2,0.1,0.13
13,10,9,3,0.11,0.14
13,10,9,4,0.12,0.14
13,10,9,5,0.12,0.14
13,10,9,6,0.12,0.15
13,10,9,7,0.13,0.16
13,10,9,8,0.13,0.16
13,10,9,9,0.13,0.16
13,10,9,10,0.13,0.15
13,10,10,1,0.09,0.13
13,10,10,2,0.1,0.14
13,10,10,3,0.11,0.14
13,10,10,4,0.11,0.14
13,10,10,5,0.12,0.15
13,10,10,6,0.12,0.16
13,10,10,7,0.12,0.16
13,10,10,8,0.13,0.16
13,10,10,9,0.13,0.16
13,10,10,10,0.13,0.17
13,10,11,1,0.1,0.14
13,10,11,2,0.1,0.14
13,10,11,3,0.1,0.15
13,10,11,4,0.11,0.15
13,10,11,5,0.11,0.16
13,10,11,6,0.12,0.16
13,10,11,7,0.13,0.17
13,10,11,8,0.12,0.17
13,10,11,9,0.13,0.17
13,10,11,10,0.14,0.18
13,10,12,1,0.09,0.14
13,10,12,2,0.1,0.15
13,10,12,3,0.11,0.15
13,10,12,4,0.12,0.16
13,10,12,5,0.12,0.16
13,10,12,6,0.12,0.17
13,10,12,7,0.13,0.18
13,10,12,8,0.13,0.18
13,10,12,9,0.13,0.17
13,10,12,10,0.13,0.18
13,10,13,1,0.09,0.15
13,10,13,2,0.1,0.15
13,10,13,3,0.1,0.17
13,10,13,4,0.11,0.17
13,10,13,5,0.11,0.16
13,10,13,6,0.11,0.17
13,10,13,7,0.13,0.18
13,10,13,8,0.12,0.19
13,10,13,9,0.13,0.19
13,10,13,10,0.13,0.2
13,11,7,1,0.1,0.13
13,11,7,2,0.1,0.13
13,11,7,3,0.11,0.13
13,11,7,4,0.12,0.13
13,11,7,5,0.13,0.14
13,11,7,6,0.12,0.14
13,11,7,7,0.13,0.13
13,11,7,8,0.13,0.14
13,11,7,9,0.14,0.14
13,11,7,10,0.14,0.15
13,11,8,1,0.1,0.14
13,11,8,2,0.11,0.12
13,11,8,3,0.11,0.13
13,11,8,4,0.11,0.14
13,11,8,5,0.12,0.13
13,11,8,6,0.12,0.14
13,11,8,7,0.13,0.14
13,11,8,8,0.13,0.15
13,11,8,9,0.13,0.15
13,11,8,10,0.14,0.15
13,11,9,1,0.1,0.13
13,11,9,2,0.1,0.13
13,11,9,3,0.11,0.14
13,11,9,4,0.12,0.14
13,11,9,5,0.12,0.15
13,11,9,6,0.13,0.15
13,11,9,7,0.13,0.15
13,11,9,8,0.13,0.16
13,11,9,9,0.13,0.16
13,11,9,10,0.13,0.15
13,11,10,1,0.1,0.14
13,11,10,2,0.11,0.14
13,11,10,3,0.11,0.14
13,11,10,4,0.12,0.15
13,11,10,5,0.12,0.15
13,11,10,6,0.12,0.16
13,11,10,7,0.13,0.16
13,11,10,8,0.13,0.18
13,11,10,9,0.13,0.16
13,11,10,10,0.14,0.16
13,11,11,1,0.1,0.14
13,11,11,2,0.1,0.14
13,11,11,3,0.11,0.14
13,11,11,4,0.11,0.15
13,11,11,5,0.12,0.15
13,11,11,6,0.12,0.16
13,11,11,7,0.13,0.16
13,11,11,8,0.13,0.17
13,11,11,9,0.14,0.17
13,11,11,10,0.14,0.19
13,11,12,1,0.1,0.14
13,11,12,2,0.1,0.15
13,11,12,3,0.11,0.15
13,11,12,4,0.11,0.15
13,11,12,5,0.12,0.16
13,11,12,6,0.13,0.17
13,11,12,7,0.13,0.18
13,11,12,8,0.13,0.18
13,11,12,9,0.13,0.18
13,11,12,10,0.15,0.19
13,11,13,1,0.09,0.14
13,11,13,2,0.1,0.15
13,11,13,3,0.11,0.16
13,11,13,4,0.12,0.17
13,11,13,5,0.12,0.17
13,11,13,6,0.13,0.17
13,11,13,7,0.13,0.17
13,11,13,8,0.13,0.19
13,11,13,9,0.14,0.18
13,11,13,10,0.14,0.19
13,12,7,1,0.1,0.13
13,12,7,2,0.1,0.13
13,12,7,3,0.11,0.13
13,12,7,4,0.12,0.13
13,12,7,5,0.13,0.13
13,12,7,6,0.14,0.14
13,12,7,7,0.13,0.14
13,12,7,8,0.14,0.14
13,12,7,9,0.14,0.15
13,12,7,10,0.14,0.15
13,12,8,1,0.1,0.13
13,12,8,2,0.11,0.13
13,12,8,3,0.11,0.13
13,12,8,4,0.12,0.15
13,12,8,5,0.12,0.14
13,12,8,6,0.12,0.15
13,12,8,7,0.13,0.15
13,12,8,8,0.14,0.15
13,12,8,9,0.13,0.15
13,12,8,10,0.14,0.21
13,12,9,1,0.1,0.13
13,12,9,2,0.1,0.14
13,12,9,3,0.11,0.14
13,12,9,4,0.12,0.14
13,12,9,5,0.12,0.15
13,12,9,6,0.13,0.15
13,12,9,7,0.13,0.16
13,12,9,8,0.14,0.15
13,12,9,9,0.14,0.16
13,12,9,10,0.14,0.17
13,12,10,1,0.1,0.14
13,12,10,2,0.11,0.13
13,12,10,3,0.11,0.15
13,12,10,4,0.12,0.15
13,12,10,5,0.13,0.16
13,12,10,6,0.13,0.16
13,12,10,7,0.13,0.17
13,12,10,8,0.13,0.16
13,12,10,9,0.14,0.17
13,12,10,10,0.14,0.17
13,12,11,1,0.1,0.14
13,12,11,2,0.11,0.14
13,12,11,3,0.1,0.14
13,12,11,4,0.12,0.16
13,12,11,5,0.12,0.16
13,12,11,6,0.12,0.17
13,12,11,7,0.13,0.16
13,12,11,8,0.13,0.17
13,12,11,9,0.14,0.16
13,12,11,10,0.15,0.18
13,12,12,1,0.1,0.15
13,12,12,2,0.11,0.14
13,12,12,3,0.11,0.16
13,12,12,4,0.12,0.21
13,12,12,5,0.12,0.16
13,12,12,6,0.13,0.17
13,12,12,7,0.13,0.27
13,12,12,8,0.14,0.22
13,12,12,9,0.14,0.24
13,12,12,10,0.15,0.25
13,12,13,1,0.1,0.15
13,12,13,2,0.1,0.15
13,12,13,3,0.11,0.16
13,12,13,4,0.12,0.17
13,12,13,5,0.13,0.23
13,12,13,6,0.16,0.29
13,12,13,7,0.13,0.19
13,12,13,8,0.14,0.24
13,12,13,9,0.15,0.25
13,12,13,10,0.15,0.21
13,13,7,1,0.1,0.13
13,13,7,2,0.11,0.13
13,13,7,3,0.11,0.16
13,13,7,4,0.12,0.16
13,13,7,5,0.12,0.19
13,13,7,6,0.14,0.17
13,13,7,7,0.13,0.17
13,13,7,8,0.13,0.18
13,13,7,9,0.15,0.18
13,13,7,10,0.14,0.15
13,13,8,1,0.1,0.13
13,13,8,2,0.11,0.14
13,13,8,3,0.12,0.17
13,13,8,4,0.12,0.16
13,13,8,5,0.12,0.14
13,13,8,6,0.13,0.14
13,13,8,7,0.14,0.24
13,13,8,8,0.13,0.15
13,13,8,9,0.14,0.16
13,13,8,10,0.16,0.18
13,13,9,1,0.1,0.13
13,13,9,2,0.11,0.14
13,13,9,3,0.11,0.14
13,13,9,4,0.12,0.14
13,13,9,5,0.12,0.15
13,13,9,6,0.13,0.18
13,13,9,7,0.13,0.16
13,13,9,8,0.13,0.15
13,13,9,9,0.14,0.16
13,13,9,10,0.14,0.17
13,13,10,1,0.1,0.14
13,13,10,2,0.1,0.14
13,13,10,3,0.12,0.14
13,13,10,4,0.12,0.18
13,13,10,5,0.12,0.19
13,13,10,6,0.13,0.16
13,13,10,7,0.13,0.16
13,13,10,8,0.14,0.16
13,13,10,9,0.14,0.17
13,13,10,10,0.14,0.17
13,13,11,1,0.1,0.14
13,13,11,2,0.1,0.15
13,13,11,3,0.11,0.15
13,13,11,4,0.12,0.15
13,13,11,5,0.13,0.15
13,13,11,6,0.13,0.16
13,13,11,7,0.14,0.17
13,13,11,8,0.14,0.17
13,13,11,9,0.15,0.17
13,13,11,10,0.15,0.17
13,13,12,1,0.09,0.14
13,13,12,2,0.1,0.15
13,13,12,3,0.11,0.15
13,13,12,4,0.12,0.16
13,13,12,5,0.12,0.16
13,13,12,6,0.13,0.16
13,13,12,7,0.13,0.17
13,13,12,8,0.14,0.18
13,13,12,9,0.14,0.18
13,13,12,10,0.14,0.18
13,13,13,1,0.1,0.15
13,13,13,2,0.11,0.15
13,13,13,3,0.11,0.16
13,13,13,4,0.12,0.16
13,13,13,5,0.12,0.17
13,13,13,6,0.13,0.19
13,13,13,7,0.14,0.18
13,13,13,8,0.13,0.19
13,13,13,9,0.14,0.18
13,13,13,10,0.14,0.2
14,1,14,1,0.09,0.15
14,1,14,2,0.09,0.15
14,1,14,3,0.1,0.16
14,1,14,4,0.1,0.18
14,1,14,5,0.09,0.18
14,1,14,6,0.1,0.19
14,1,14,7,0.1,0.18
14,1,14,8,0.1,0.23
14,1,14,9,0.1,0.19
14,1,14,10,0.1,0.2
14,2,13,1,0.09,0.15
14,2,13,2,0.1,0.15
14,2,13,3,0.1,0.16
14,2,13,4,0.1,0.16
14,2,13,5,0.1,0.18
14,2,13,6,0.1,0.19
14,2,13,7,0.11,0.18
14,2,13,8,0.11,0.19
14,2,13,9,0.11,0.2
14,2,13,10,0.12,0.21
14,2,14,1,0.09,0.16
14,2,14,2,0.1,0.16
14,2,14,3,0.1,0.16
14,2,14,4,0.11,0.18
14,2,14,5,0.11,0.17
14,2,14,6,0.1,0.24
14,2,14,7,0.1,0.24
14,2,14,8,0.11,0.2
14,2,14,9,0.11,0.2
14,2,14,10,0.11,0.26
14,3,12,1,0.09,0.15
14,3,12,2,0.09,0.14
14,3,12,3,0.1,0.15
14,3,12,4,0.11,0.16
14,3,12,5,0.12,0.16
14,3,12,6,0.12,0.17
14,3,12,7,0.11,0.18
14,3,12,8,0.11,0.18
14,3,12,9,0.12,0.24
14,3,12,10,0.13,0.19
14,3,13,1,0.09,0.15
14,3,13,2,0.09,0.15
14,3,13,3,0.11,0.16
14,3,13,4,0.11,0.21
14,3,13,5,0.11,0.17
14,3,13,6,0.11,0.17
14,3,13,7,0.11,0.18
14,3,13,8,0.14,0.24
14,3,13,9,0.11,0.19
14,3,13,10,0.11,0.21
14,3,14,1,0.09,0.15
14,3,14,2,0.1,0.15
14,3,14,3,0.11,0.16
14,3,14,4,0.1,0.15
14,3,14,5,0.1,0.18
14,3,14,6,0.11,0.17
14,3,14,7,0.11,0.18
14,3,14,8,0.11,0.24
14,3,14,9,0.11,0.19
14,3,14,10,0.11,0.2
14,4,11,1,0.09,0.14
14,4,11,2,0.1,0.14
14,4,11,3,0.1,0.13
14,4,11,4,0.1,0.15
14,4,11,5,0.1,0.15
14,4,11,6,0.11,0.14
14,4,11,7,0.11,0.16
14,4,11,8,0.11,0.17
14,4,11,9,0.11,0.17
14,4,11,10,0.11,0.18
14,4,12,1,0.09,0.14
14,4,12,2,0.1,0.15
14,4,12,3,0.1,0.15
14,4,12,4,0.1,0.16
14,4,12,5,0.1,0.16
14,4,12,6,0.11,0.17
14,4,12,7,0.11,0.17
14,4,12,8,0.11,0.18
14,4,12,9,0.11,0.18
14,4,12,10,0.11,0.17
14,4,13,1,0.09,0.14
14,4,13,2,0.1,0.15
14,4,13,3,0.1,0.15
14,4,13,4,0.1,0.16
14,4,13,5,0.11,0.17
14,4,13,6,0.11,0.16
14,4,13,7,0.11,0.18
14,4,13,8,0.11,0.18
14,4,13,9,0.11,0.18
14,4,13,10,0.11,0.19
14,4,14,1,0.09,0.15
14,4,14,2,0.09,0.15
14,4,14,3,0.1,0.16
14,4,14,4,0.1,0.16
14,4,14,5,0.1,0.16
14,4,14,6,0.11,0.17
14,4,14,7,0.1,0.18
14,4,14,8,0.11,0.18
14,4,14,9,0.11,0.19
14,4,14,10,0.11,0.19
14,5,10,1,0.09,0.13
14,5,10,2,0.1,0.13
14,5,10,3,0.1,0.13
14,5,10,4,0.1,0.14
14,5,10,5,0.1,0.15
14,5,10,6,0.11,0.16
14,5,10,7,0.11,0.16
14,5,10,8,0.12,0.16
14,5,10,9,0.11,0.16
14,5,10,10,0.12,0.17
14,5,11,1,0.1,0.14
14,5,11,2,0.1,0.15
14,5,11,3,0.1,0.14
14,5,11,4,0.11,0.2
14,5,11,5,0.11,0.16
14,5,11,6,0.11,0.21
14,5,11,7,0.11,0.17
14,5,11,8,0.11,0.2
14,5,11,9,0.12,0.25
14,5,11,10,0.12,0.18
14,5,12,1,0.09,0.14
14,5,12,2,0.1,0.15
14,5,12,3,0.11,0.19
14,5,12,4,0.11,0.16
14,5,12,5,0.11,0.17
14,5,12,6,0.12,0.16
14,5,12,7,0.11,0.21
14,5,12,8,0.11,0.21
14,5,12,9,0.12,0.22
14,5,12,10,0.12,0.24
14,5,13,1,0.09,0.15
14,5,13,2,0.1,0.15
14,5,13,3,0.1,0.2
14,5,13,4,0.1,0.16
14,5,13,5,0.11,0.22
14,5,13,6,0.11,0.27
14,5,13,7,0.13,0.24
14,5,13,8,0.11,0.24
14,5,13,9,0.12,0.19
14,5,13,10,0.12,0.19
14,5,14,1,0.09,0.15
14,5,14,2,0.1,0.14
14,5,14,3,0.1,0.21
14,5,14,4,0.11,0.17
14,5,14,5,0.11,0.18
14,5,14,6,0.14,0.24
14,5,14,7,0.12,0.2
14,5,14,8,0.12,0.24
14,5,14,9,0.12,0.26
14,5,14,10,0.12,0.21
14,6,9,1,0.09,0.13
14,6,9,2,0.1,0.13
14,6,9,3,0.1,0.13
14,6,9,4,0.11,0.21
14,6,9,5,0.11,0.19
14,6,9,6,0.12,0.18
14,6,9,7,0.12,0.18
14,6,9,8,0.12,0.16
14,6,9,9,0.11,0.23
14,6,9,10,0.12,0.19
14,6,10,1,0.09,0.14
14,6,10,2,0.1,0.14
14,6,10,3,0.1,0.15
14,6,10,4,0.11,0.18
14,6,10,5,0.1,0.2
14,6,10,6,0.11,0.19
14,6,10,7,0.11,0.2
14,6,10,8,0.12,0.2
14,6,10,9,0.12,0.21
14,6,10,10,0.12,0.25
14,6,11,1,0.09,0.14
14,6,11,2,0.1,0.14
14,6,11,3,0.1,0.15
14,6,11,4,0.1,0.16
14,6,11,5,0.11,0.15
14,6,11,6,0.11,0.16
14,6,11,7,0.11,0.21
14,6,11,8,0.12,0.17
14,6,11,9,0.12,0.22
14,6,11,10,0.12,0.21
14,6,12,1,0.09,0.15
14,6,12,2,0.1,0.15
14,6,12,3,0.11,0.16
14,6,12,4,0.1,0.16
14,6,12,5,0.11,0.19
14,6,12,6,0.12,0.16
14,6,12,7,0.12,0.17
14,6,12,8,0.12,0.17
14,6,12,9,0.12,0.23
14,6,12,10,0.12,0.22
14,6,13,1,0.09,0.14
14,6,13,2,0.1,0.15
14,6,13,3,0.1,0.16
14,6,13,4,0.1,0.16
14,6,13,5,0.11,0.17
14,6,13,6,0.11,0.17
14,6,13,7,0.11,0.18
14,6,13,8,0.11,0.23
14,6,13,9,0.12,0.19
14,6,13,10,0.12,0.19
14,6,14,1,0.09,0.15
14,6,14,2,0.1,0.15
14,6,14,3,0.1,0.16
14,6,14,4,0.1,0.17
14,6,14,5,0.11,0.17
14,6,14,6,0.11,0.18
14,6,14,7,0.11,0.19
14,6,14,8,0.11,0.2
14,6,14,9,0.11,0.19
14,6,14,10,0.12,0.2
14,7,8,1,0.09,0.13
14,7,8,2,0.1,0.12
14,7,8,3,0.11,0.16
14,7,8,4,0.1,0.14
14,7,8,5,0.12,0.17
14,7,8,6,0.11,0.18
14,7,8,7,0.12,0.2
14,7,8,8,0.12,0.18
14,7,8,9,0.12,0.19
14,7,8,10,0.13,0.16
14,7,9,1,0.09,0.13
14,7,9,2,0.1,0.13
14,7,9,3,0.1,0.16
14,7,9,4,0.12,0.14
14,7,9,5,0.12,0.22
14,7,9,6,0.11,0.21
14,7,9,7,0.12,0.27
14,7,9,8,0.12,0.18
14,7,9,9,0.13,0.19
14,7,9,10,0.12,0.2
14,7,10,1,0.09,0.14
14,7,10,2,0.1,0.14
14,7,10,3,0.12,0.15
14,7,10,4,0.11,0.19
14,7,10,5,0.11,0.18
14,7,10,6,0.12,0.2
14,7,10,7,0.12,0.16
14,7,10,8,0.13,0.21
14,7,10,9,0.12,0.24
14,7,10,10,0.13,0.17
14,7,11,1,0.09,0.14
14,7,11,2,0.1,0.14
14,7,11,3,0.11,0.19
14,7,11,4,0.11,0.14
14,7,11,5,0.11,0.19
14,7,11,6,0.13,0.2
14,7,11,7,0.12,0.17
14,7,11,8,0.12,0.17
14,7,11,9,0.13,0.23
14,7,11,10,0.13,0.18
14,7,12,1,0.09,0.14
14,7,12,2,0.1,0.15
14,7,12,3,0.11,0.15
14,7,12,4,0.11,0.19
14,7,12,5,0.11,0.17
14,7,12,6,0.14,0.25
14,7,12,7,0.12,0.22
14,7,12,8,0.12,0.18
